ID,Text,Sentiment
N353,@VodafoneUKhelp why isn't the iPhone Vodafone app working? :(,negative
N354,missing my iphone cant deal with an android one :(,negative
N355,@amal928 my friends surprised me with an iPhone box once and I was excited thinking I just came up but nah they just bought me the box :(,negative
N356,i want the iphone now :(,negative
N357,"@mr_marc_rogers Hi Marc, we're sorry to hear your iPhone didn't show up yesterday :( That's not good. How did you order your iPhone? Was...",negative
N358,@broman_official iphone 6s! My ancient phone is broken for good na kasi :( tapos our requirements here demand a mobile phone.... LOL,negative
N359,My 3D Touch isn't working on my iPhone 6s!! What's up with that @APPLEOFFIClAL :( #nothappyatall #stressingout #backupnotworking #apple,negative
N360,http://t.co/HgTOaLGmym brokenheartedLA: My 3D Touch isn't working on my iPhone 6s!! What's up with that APPLEOFFIClAL :( #nothappyatall #,negative
N361,My dad troll me is it :( he said he will get me iPhone 6s Plus soon but now he say after exam ! ,negative
N362,"@O2 of course it is! Now I have your attention, when will you have more 16/32 gig iPhone 5cs in stock? 8 gig just isn't enough for me :(",negative
N363,@Starbucks could you please tell your software engineers to fix the (european) starbucks app? it crashes on startup since ios9 :(,negative
N364,@WhatLindsBought it has problems with iPhone at the moment :( try this http://t.co/YsZWDyz95I x,negative
N365,I went to preorder the iphone 6s but at&amp;t said I can't get it until oct 19????? no way i am not waiting that long :(,negative
N366,"@TMobileHelp I just got the new iPhone but my iMessages isn't working - keeps awaiting activation :( Tried resetting and everything, help?",negative
N367,@nutttynat8 hopefully able to sell off my iPhone 6 before the 6s runs out so that I can buy it!! :(,negative
N368,I should update the music on my Apple iPhone 4 16 Gig :( before I lose my Aux God status,negative
N369,"Seems the two finger tap to highlight sections of text is missing in ios9, thats sad because I used that a lot :(",negative
N370,my iphone shipped but I wasn't home to pick it up :(,negative
N371,im not affordable to buy the new iphone 6s :(,negative
N372,@leanneeef safe and sound but no new iPhone :(,negative
N373,Hi @appleuk any simple way to go back to ios8? The whole iPhone 6 battery going down 1% every minute (on batt save) getting a bit irksome :(,negative
N374,Anyone got an iPhone stream? Stuck getting a tattoo done :(,negative
N375,Hi @AppleSupporttUK any way to go back to ios8? The whole iPhone 6 battery going down 1% every minute (on save) getting a bit irksome :(,negative
N376,So now @BestBuyMobile is saying it may take 30 days to receive my new iPhone that I preordered and was supposed to receive yesterday :(,negative
N377,Please make @EASPORTSFIFA 16 compatible with iPhone 5 please?! :(,negative
N378,Hmm #iphone6splus or #iPhone6s or #GalaxyS6edgePlus ?? Decisions are hard right now :(,negative
N379,Found out what happens if you drop an iPhone 6+ one too many times. :(,negative
N380,"People at school: I just got the new iPhone 6s yay 

Meanwhile I still have the original iPhone 5 it's not even iPhone 5s :(",negative
N381,I hate ios9 :(,negative
N382,When iPhone 10 comes out I'll probably still have my iPhone 5 wow nice :(,negative
N383,I want to jailbreak for IOS 9 soon! :( #jailbreak #iphone,negative
N384,This is the tracking on my new iPhone. :( #PopeInPhilly http://t.co/a27HnyDZUd,negative
N385,rose gold iPhone 6s pls :(,negative
N386,Disappointed with my @LifeProof_UK iPhone 6 case. Had it 9 months and its starting to fall apart. I don't even expose it to any extremes :(,negative
N387,"iphone: u have no storage delete some shit :)
me: maybe i would have storage if u didn't give me shitty apps i don't need :)
iphone: :(",negative
N388,@funnytrxyler :( I have an Iphone 4 so I don't have it either,negative
N389,not happy that @tescomobile have already sold out of the rose gold iPhone 6s :(,negative
N390,@zabihah switched from iPhone to android and discovered the app doesn't work at all :( plans to fix the android app?,negative
N391,@NFSNL i need my hands on this game! My iphone is dry :(,negative
N392,"coming from the iPhone 5s, I really wish they had kept that phone's straight edges. I hope I don't end up dropping this new one. :(",negative
N393,Sad because I have the gold iPhone 6s but my case hides it :(,negative
N394,@pebble just switched to an iPhone but setting up notifications is completely broken on the iOS 9 app. :(,negative
N395,@planetjedward and you said I really don't know  and then my dream changed :( :D suddenly I was alone somewhere and I found iPhone XD,negative
N396,@laurentIads i dont have facetime :( i dont have an iphone,negative
N397,I want the iphone6s and I have enough in savings but idk :(,negative
N398,"80 pound taxi home at 11 the next day, no iPhone, heavy heavy night lol! :(",negative
N399,Lol fuck my iPhone. iMessages never make it to me :(,negative
N400,No one has the Rose Gold iPhone :(,negative
N401,the problem with buying an #iPhone on day 1 is that you can forget about #iCloud restore... :(,negative
N402,@CricketForFun1 iPhone 6 ka diff hy :(,negative
N403,I miss my iPhone :(,negative
N404,@Jared_Baird I don't get an iPhone :( stuck with a crappy Samsung phone :/,negative
N405,I want an iPhone 6s omg :(,negative
N406,"All of the old emojis :) :(  ;)  ;(  :/  
:o  :$  vs new iPhone ",negative
N407,@TMobileHelp @JohnLegere - Great job you guys delivered iPhone6s on lunch date !! but I am/ ppl not happy with the way it was packed :(,negative
N408,i want the rose gold iPhone 6s :(,negative
N409,I cracked my iPhone even more last night :(,negative
N410,The iPhone 6s :(,negative
N411,So Plants Vs Zombies for iPhone is now unplayable because all of the text is replaced with &lt;missing&gt;. :( http://t.co/gmOZtEu1Im,negative
N412,I want the rose gold iPhone :(,negative
N413,"@tim_cook i see that many people blowing iphones and killing it by other methods :( why? If i have an iPhone, ill be with love for it...",negative
N414,"No iphone :( (at @Walmart Supercenter in McAllen, TX w/ @elizabethlgoo) https://t.co/RjsAdguHqy",negative
N415,The new colour of the iphone 6s is so pretty :(,negative
N416,Can't wait to get this iPhone 6s tomorrow #bcidestroyallmyphones #beenusinganipodforamonth :(,negative
N417,"Why is my new iPhone 6s not connecting to LGE? I was able to connect with iPhone 5, and now on super slow 3G :( #fail #slowerthaniphone5",negative
N418,"I literally want to cry, all my notes from my iPhone deleted :( I had so much shit written that needed to be recorded... Fuck ",negative
N419,my aunt really tracks her boyf on that find iphone thing :(,negative
N420,@nelsonsito What an awesome country you live in! I had the best time in Peru!!! minus my iPhone deciding not to work! :(,negative
N421,Iphone 5s BSOD :(,negative
N422,@pointlessblog give me your iphone 6 if you don't want it! I've got a broken iPhone 4 and can't afford a new one :(,negative
N423,@a2aca aisay hi hota hay and then the ones with android say  'wadda iphone wekh lavo' :(,negative
N424,@Petevg06 iPhone :(,negative
N425,I want the new iPhone :(,negative
N426,Got so many video ideas for the iPhone 6s! Just wish I had the time to make them :(,negative
N427,I want the new pink iPhone tbh :(,negative
N428,the rose gold iphone 6s plus is sold out everywhere :(,negative
N429,@GOUpdates1D Yeah my friend bought iPhone there few months ago. But unfortunately i think that's just for Czech republic :(,negative
N430,"As I suspected, Virgin Mobile can't get hold of iPhone 5Cs at all. Looks like I'll be going for the 5S then :(",negative
N431,When is iPhone 6s coming out? :(,negative
N432,Out of stock o the iPhone 6s :( gotta wait more,negative
N433,@ClitorisRexx lolol damn but when I get my phone (((iphone6S))) ha haa I'm talk back on the group until then I'm ghost :( n it'll be soon ,negative
N434,@diiana0203 because I'm trying to mentally prepare myself to not drop my new iPhone when I get it :(,negative
N435,:( Still not shipped. Minor I'll get it next week. #iPhone6s @TMobile,negative
N436,Syncing all the photos to the new iPhone and Im running out of battery. This one port computer really is not for me :(,negative
N437,@tim_cook my dream since my childhood is to have an iPhone) I am not possible to buy it :( I want to ask you to present me one),negative
N438,I want my iphone back already :(,negative
N439,Hopefully the iPhone 6s rose gold will be instock after my contract end :( #iPhone6s #rosegold #wantitsobadly,negative
N440,im still sad that i didnt get the rose gold iphone :(,negative
N441,i want the new iPhone 6 so badly :(,negative
N442,why does the iPhone 6 crack so easily :(,negative
N443,My mom found her old iphone 5c but it's disabled because she forgot her password for it :(,negative
N444,@EE bill should be �45 (v. High now for an iPhone 5 w/ 5gb data) but often comes up at �80 incl clone phone for �10 - �25 extra regularly :(,negative
N445,"Hey @opera, I really liked using Opera Mini on the iPhone but after your brand update it kept on crashing and I can't use it anymore :( help",negative
N446,I want the iPhone 6s :(,negative
N447,all those who got their hands on the #iPhone6s or #iphone6splus.. I'm so envious of y'all. :(,negative
N448,abhishekaevee: all those who got their hands on the #iPhone6s or #iphone6splus.. I'm so envious of y'all. :( http://t.co/2s3ZQfSKAF,negative
N449,"Me to dad: I want an iphone 6s
Dad: beta kamry mai result r seesha para va...donon ja kr dykh lou
Me : ok dad :/ :(",negative
N450,@Mxegan i've done find my iPhone n put it on lost mode n everything :( at least i backed up my contacts n i've got iCloud for my photos,negative
N451,"@justcyro can't :( 

iphone screen cmpletely broken again bro. dm me on here",negative
N452,Man everybody got the iPhone 6s :(,negative
N453,I NEED the new rose gold iPhone 6s :(,negative
N454,I miss my Iphone  :(,negative
N455,"@SamsungMobileUS i have an iphone and want to ditch to the s6 edge + , im not eligible for upgrade through verizon :( guess its nexus for me",negative
N456,wanting the iPhone6s :(,negative
N457,Kenapa tak boleh play video on Twitter after update ios9? Is it my phone or wifi or what? :( Buffer lama gila but tak boleh play pun :(,negative
N458,"@jenlazaris It turns it on by default, so I need to see if my college kid updated to iOS9 yet. :(",negative
N459,I miss my iphone :(,negative
N460,"please tell me i have not lost all my pictures on my old iPhone? :( 
I'm stressed ouuuhhh",negative
N461,looks like im not getting an iphone after all :(,negative
N462,Need a certified iPhone charger but there's no point buying one when I'm scheming on a new phone. My phone is actually on its last legs :(,negative
N463,anyone got an extra iphone i can buy :( #MineIsToast #ImDesperateHomies,negative
N464,the quality always ruins when i post on iphone :( https://t.co/uXq3hsvGY1,negative
N465,so my iphone got her but not the activation code fuck you ups :(,negative
N466,"@dueapp 2 emails, 1 tweet over two weeks = Still no support :( NO alerts to Apple Watch iOS9, WOS2. Uninstall, reinstall x2. No joy. HELP!",negative
N467,@patmonger It's more than my iPhone is doing at the moment. It would be a miracle if it rang. Latest update has screwed it up 9 days now. :(,negative
N468,@JadeBowater Changes in iOS9 mean that Airplay for Apple TV doesn't work with Lightbox. Were workin on an urgent fix but no eta sorry :(,negative
N469,@instagram my iPhone is set to English however Instagram notifications are showing in Spanish :( is it a bug?,negative
N470,I really want a new iPhone :(,negative
N471,My iPhone 6s loses battery fast :(,negative
N472,I want the iphone 6s :(,negative
N473,@redRomina :( nothing there can u resend? Switched from iPhone to Galaxy Edge &amp; compromised emails coming in from iPhones and even Droids.,negative
N474,@PhilippaLauraa I want an iPhone again :( your making me jelous,negative
N475,Yo @Vinnie_22 call me today please. If you still have an iphone i won't get any texts  from you :(,negative
N476,@CurtisParadis to bad I miss your video iphone 6s plus guide review :( can I Watch it somewhere?,negative
N477,want my iPhone already :(,negative
N478,@pewdiepie i did then i broke my new iphone 6s :/ FML I took SOO LONG TO BUY A IPHONE :(,negative
N479,"Deleted all phone numbers:(( 
#Iphone #icloud #apple #IOS :( help me :(",negative
N480,"I have a working phone again, so sad I had to downgrade from the iPhone 48 :(",negative
N481,of course my iphone 6s is on backorder :(,negative
N482,salty i broke my iphone screen completely. can't see shit it's black. :(,negative
N483,"Just watched everything apple pros iPhone boot up test .
Every iPhone beat the 4S :(",negative
N484,Forever wishing I had a iPhone I want one so bad :(,negative
N485,i'm in the 1% :( RT @RenzJ_ That's why there's no such thing as a ugly person with an iPhone,negative
N486,Gonna have to order my iPhone online bc there's none in stock anywhere :(,negative
N487,Wish dad would stop playing and come thru to getting me the iphone 6s :(,negative
N488,"My iPhone got one of my old contacts listed as Bae :(

WHAT ARE YOU DOING TO ME APPLE",negative
N489,My dad got the iPhone 6s :(,negative
N490,@JacobWhitesides jacob i dont have an iphone :( #IGOTSECRETSONITUNES,negative
N491,@JacobWhitesides i cant buy it because i dont have iphone :( #IGOTSECRETSONITUNES,negative
N492,i know you are on web jacob so you are reading my tweets @JacobWhitesides i cant buy it because i dont have iphone :( #IGOTSECRETSONITUNES,negative
N493,I don't have And iPhone Jacob :( #IGOTSECRETSONITUNES,negative
N494,Every iPhone 6S is in stock except for the one I want :(,negative
N495,@target I preordered my iPhone 6s weeks ago and still nothing :(,negative
N496,phone fell in the toilet :( no more iPhone for a couple days,negative
N497,Does anyone have an extra iPhone 6 case I can use for the night :( pls,negative
N498,@dburrows I think it's the first iPhone that I don't love. :(,negative
N499,#HomeOfTechUS @techradar been using an iPhone 4 with a broken camera for the past 3 years. Charger port is broken :( http://t.co/QsnGdM9Bce,negative
N500,I need the new iPhone :(,negative
N501,@RosieLondoner @calzora yeah I was getting loads of pop up ads and it always crashed the browser on ios9... :(,negative
